decade, abiealba, piceabie, fagusilv, elevation, area
1, 28.1621, 13.0068, 33.0737, 705, 0.8125
1, 26.9706, 8.98517, 40.4835, 706, 1
1, 22.6121, 6.17499, 53.0661, 707, 0.6875
1, 31.6328, 5.36847, 42.0766, 708, 0.75
1, 35.4773, 8.82199, 27.2199, 709, 0.5625
1, 27.5682, 8.59732, 41.0078, 710, 0.875
1, 28.3538, 9.0891, 37.4294, 711, 0.6875
1, 24.1608, 12.9484, 37.9603, 712, 1
1, 23.6302, 12.3885, 38.5631, 713, 0.75
1, 30.7666, 9.59701, 32.8348, 714, 0.5625
1, 28.1502, 10.7468, 36.3839, 715, 1.125
